TITLE,MODEL,DESCRIPTION,CONDITION,STATUS,PRICE_LIST,PRICE
Karcher - Pompa de butoi Bp 1,1.645-460.0,"BP 1 Barrel - pompa cu rezervor inovatoare cu buton pornire/oprire pe accesoriul rezervorului. Pentru udare inteligenta cu apa de ploaie bogata in nutrienti. Economie de apa potabila + bani.,cod comanda: ,1.645-460.0",Nou,La comanda ,542.0,"460,00"
Karcher - Curatitor cu abur SC1 Easy fix,1.516-330.0,"Aparatul de curatat cu abur Kärcher SC 1 EasyFix cu tevi de prelungire si duza pentru podele EasyFix este solutia perfecta pentru curatenie rapida fara detergenti.,cod comanda: 1.516-330.0",Nou,,482.0,"460,00"
Karcher - Aspirator de geamuri WV 6 Plus *EU, 1.633-510.0,"Chiar mai flexibil în ceea ce privește utilizarea cu tehnologia inovatoare a lamelei, WV 6 Plus cu acumulator pentru geamuri curate, fără murdărie și dungi în cel mai scurt timp.,cod comanda: 1.633-510.0",Nou,In stoc ,586.0,"450,00"
Karcher - Programator digital ST6 ecologic,2.645-213.0,"Computerul de irigare ecologica ST6 SentoTimer inteligent are la baza cererea de apa a plantelor si iriga tinand cont de controlul umiditatii, cu ajutorul unui senzor radio.,Cod de comanda:2.645-213.0",Nou,La comanda,537.0,"430,00"
Karcher - Pompa submersibila pentru apa murdara NEPTUN INOX,NEPTUN INOX,Pompa poate fi utilizată eficient pentru transportarea apei uzate brute cu conţinut de impurităţi de pe şantiere sau a apei cu conţinut de particule flotante şi obiecte solide.,Nou,,560.0,"429,00"
Karcher - Aspirator umed - uscat Wd 1,1.198-300.0,"Nu cunoaște limitele, aspiratorul multifunctional WD 1 cu baterie de 18 V reîncărcabila, cu accesorii speciale pentru curățare. ,Bateria nu este inclusă,cod comanda:1.198-300.0",Nou,La comanda,484.0,"427,00"
Karcher - Carucior metalic pentru furtun HT 80 M,2.645-042.0,"Cadru metalic robust, anticoroziv si retractor. Maner ergonomic, cu sistem antialunecare. Cu ghidaj pentru furtun si furca de impingere rabatabila. Manivela detasabila pentru o desfasurare si infasurare usoara. Se livreaza nemontat.,Cod de comanda:2.645-042.0",Nou,,445.0,"400,00"
Karcher - Aspirator de geamuri WV5 Premium Plus,1.633-453.0,"Curatitorul de geamuri cu acumulator WV 5 Premium asigura curatarea imediata a geamurilor, fara urme si fara picurare. Acumulatorul optional permite curatarea continua.,cod comanda: 1.633-453.0",Nou,,418.0,"398,00"
MAKITA - POMPA SUBMERSIBILA PF0610,PF0610,"PF0610 - Pompă sumersibilă 550W 10800 l/h ,Pompă submersibilă ideală pentru bazine mari de apă murdară și beciuri inundate.",Nou,,594.0,"379,00"
Karcher - Matura cu acumulator KB 5,1.258-000.0,"Gata de utilizare, mai rapid decat un aspirator: matura electrica fara fir pentru o curatare comoda de intretinere. Randament de curatare deosebit in cele mai mici locuri.,cod comanda: 1.258-000.0",Nou,,480.0,"370,00"
Karcher - Pompa submersibila pentru apa murdara SP3 Dirt,1.645-502.0,"Pompa fiabila de transport si circulare a apei curate sau murdare cu o capacitate de pana la 7000 l/h: SP 3 Dirt cu comutator flotor,cod comanda: 1.645-502.0",Nou,,424.0,"365,00"
Karcher - Aspirator uscat - umed WD2,1.628-000.0,"Aspiratorul multifuncțional WD 2 este puternic și eficient din punct de vedere energetic este dotat cu un recipient din plastic cu capacitatea de 12 litri, robust și rezistent la lovituri și reprezintă dispozitivul ideal la utilizare.,Cod de comanda:1.628-000.0",Nou,la comanda ,455.0,"360,00"
Karcher - Suflanta pentru frunze LBL 2,1.445-100.0,"Suflanta puternică de 18 V de la Kärcher atinge viteza aerului de 210 km / h și convinge cu o manevrabilitate ergonomică și un echilibru bun.,Suflanta vine fara baterie si incarcator,cod comanda: 1.445-100.0",Nou,La comanda,360.0,"360,00"
Karcher - Trimmer pentru gazon LTR 18-30,1.444-310.0,"Trimmerul pentru gazon cu acumulator LTR 18-30 Battery este proiectat astfel încât să fie cât mai ușor de utilizat, asigură o tăiere uniformă în fiecare colț al grădinii și pe margini.,Masina vine fara baterie si incarcator,cod comanda: 1.444-310.0",Nou,La comanda,415.0,"360,00"
Karcher - Pompa submersibila pentru apa murdara CT 2274,CT2274,"În cazul inundaţiilor sau a căminelor inundate de apes ubterane, pentru drenarea altor spaţii inundate, pentru irigarea grădinilor prin inundare,cod comanda: ,CT2274",Nou,,500.0,"350,00"
Karcher - Aparat de geamuri KV 4,1.633-920.0,"Aparatul KV 4 cu vibratii elimină fără efort murdăria de pe suprafețele netede. Apa distribuită electric si vibrațiile fac curatatul clasic un lucru din trecut.,cod comanda: 1.633-920.0",Nou,,458.0,"350,00"
Karcher - Carucior pentru furtun HT 4.520 si furtun,2.645-168.0,"Carucior pentru furtunuri foarte mobil cu suport pentru accesorii si carlig de depozitare. Cu maner pentru ajustarea inaltimii, piese de prindere unghiulare pentru a evita incovoierea furtunului, cric pentru roti si functie de pliere pentru spatiu redus de depozitare. Complet asamblat.,Cod de comanda:2.645-168.0",Nou,La comanda,398.0,"349,00"
Karcher - ASPIRATOR PENTRU GEAMURI WV 2 PLUS N,1.633-212.0,"Manevrare ușoară, fără urme datorită lamelei de aspirare și este extrem de eficient. Cu aspiratorul de geamuri de la Kärcher, geamurile sunt strălucitoare în cel mai scurt timp.,cod comanda: ,1.633-212.0",Nou,,392.0,"330,00"
Karcher - Tambur pentru furtun Premium HR 7.315 Set 1/2',2.645-164.0,"Statie de irigare pentru depozitarea practica si compacta a furtunurilor si a accesoriilor de gradina. Cu cilindru demontabil, posibilitate de depozitare pentru duze, pistoale de pulverizare si tevi de pulverizare, precum si cutie de depozitare spatioasa. Complet echipata.,Cod de comanda:2.645-164.0",Nou,La comanda,0.0,"330,00"
Karcher - Pompa submersibila pentru apa curata SP2 Flat,1.645-501.0,"Pana la 6000 l/h si aspira apa pana la 1 mm, lasand suprafata uscata ca dupa stergerea cu mopul: pompa submersibila SP 2 Flat este modelul entry-level compact pentru apa curata sau usor murdara.,cod comanda: 1.645-501.0",Nou,la comanda ,385.0,"327,00"
Karcher - KWD 3 V-17/4/20/F (BYY) *EU,1.628-442.0,"Aspiratorul multifunctional KWD 3 puternic si eficient din punct de vedere energetic este echipat cu un recipient din plastic de 17 litri, un filtru pentru apa , precum si accesorii noi.,Cod de comanda:1.628-442.0",Nou,la comanda ,386.0,"309,00"
Karcher - Carucior pentru furtun HT 3.420 Kit 1/2',2.645-166.0,"Carucior compact pentru furtunuri cu maner pentru ajustarea inaltimii, piesa de prindere unghiulara pentru furtun, cric pentru roti si functia inovatoare de pliere pentru depozitarea compacta. Complet asamblat.,Cod de comanda:2.645-166.0",Nou,La comanda,0.0,"300,00"
Karcher - ASPIRATOR PENTRU GEAMURI WV 2 Plus D500 *EU,1.633-493.0,"Manevrare ușoară, fără urme datorită lamelei de aspirare și este extrem de eficient. Cu aspiratorul de geamuri de la Kärcher, geamurile sunt strălucitoare în cel mai scurt timp.,cod comanda: 1.633-493.0",Nou,IN STOC ,430.0,"299,00"
Karcher - Pompa submersibila pentru apa murdara SP1 Dirt,1.645-500.0,"Robusta si de incredere: pompa submersibila SP 1 Dirt cu o capacitate de pompare de max. 5500 l/h cu flotor este modelul compact entry-level potrivit pentru pompare si circulare a apei murdare,cod comanda: 1.645-500.0",Nou,la comanda ,380.0,"290,00"
Karcher - Pompa submersibila pentru apa murdara CT 4274,CT4274,"În cazul inundaţiilor sau a căminelor inundate de ape subterane, pentru drenarea altor spaţii inundate, pentru irigarea grădinilor prin inundare,cod comanda: CT4274",Nou,,380.0,"287,00"
Karcher - Trimmer pentru gazon LTR 18-25,1.444-300.0,"Ergonomic la prindere, cu o greutate redusă și ușor de utilizat: trimmerul pentru gazon cu acumulator LTR 18-25 Battery.,Masina vine fara baterie si incarcator,cod comanda: 1.444-300.0",Nou,In stoc ,323.0,"285,00"
Karcher - Pompa submersibila pentru apa curata CT 3674,CT3674,"În cazul inundaţiilor sau a căminelor inundate de ape subterane, pentru drenarea altor spaţii inundate, pentru irigarea grădinilor prin inundare,cod comanda: CT3674",Nou,,369.0,"284,00"
Karcher - Pompa submersibila pentru apa curata CT 4274W,CT4274W,"În cazul inundaţiilor sau a căminelor inundate de ape subterane, pentru drenarea altor spaţii inundate, pentru irigarea grădinilor prin inundare,cod comanda: ,CT4274 W",Nou,,360.0,"277,00"
Karcher - Pompa submersibila pentru apa murdara CT 3274,CT3274,"În cazul inundaţiilor sau a căminelor inundate de ape subterane, pentru drenarea altor spaţii inundate, pentru irigarea grădinilor prin inundare,cod comanda: CT3274",Nou,,351.0,"270,00"
Karcher - Carucior pentru furtun HT 4.500,2.645-170.0,"Carucior pentru furtunuri foarte mobil cu suport pentru accesorii si carlig de depozitare. Cu maner pentru ajustarea inaltimii, piese de prindere unghiulare pentru a evita incovoierea furtunului, cric pentru roti si functie de pliere pentru spatiu redus de depozitare. Complet asamblat.,Cod de comanda:2.645-170.0",Nou,La comanda,0.0,"260,00"
MAKITA - POMPA SUBMERSIBILA PF0410,PF0410,"PF0410 - Pompă sumersibilă 400W 8400 l/h ,Pompă submersibilă pentru apă murdară recomandată pentru golirea apei murdare din beciuri inundate și iazuri de grădină.cu o dimensiune maximă a particulelor admise de 35mm.",Nou,,404.0,"259,00"
Karcher - Pompa submersibila pentru apa curata CT 3274W,CT3274W,"În cazul inundaţiilor sau a căminelor inundate de ape subterane, pentru drenarea altor spaţii inundate, pentru irigarea grădinilor prin inundare,cod comanda: CT3274W",Nou,,320.0,"246,00"
Karcher - Tambur pentru furtun Premium HR 7.300,2.645-163.0,"Statie de irigare pentru depozitarea practica si compacta a furtunurilor si a accesoriilor de gradina. Cu cilindru demontabil, posibilitate de depozitare pentru duze, pistoale de pulverizare si tevi de pulverizare, precum si cutie de depozitare spatioasa.,Cod de comanda:2.645-163.0",Nou,La comanda,0.0,"246,00"
Karcher - Aparat de curatat gheata EDI 4,1.598-900.0,"Dispozitivul EDI 4 cu acumulator pentru indepartarea ghetii de pe parbriz si de pe geamurile autovehiculelor.,cod comanda: 1.598-900.0",Nou,,236.0,"234,00"
Karcher - Furtun Primo Flex® (3/4'' - 25m),2.645-142.0,"Furtun de gradina de calitate PrimoFlex® (3/4"") 25 m. Rezistent la presiune, impletitura consolidata. Nu este daunator pentru sanatate. Presiune exploziva: 24 bari. Interval de temperatura de la -20 la 65ºC.,Cod de comanda:2.645-142.0",Nou,,250.0,"228,00"
Karcher - Cutie compacta de furtunuri CR 3.110 Balcony,2.645-210.0,"Cutie de furtun compact pentru irigarea balcoanelor, a teraselor de pe acoperisuri si a gradinilor mici. Bobinare si debobinare convenabila si rapida. Ideala pentru depozitarea acasa, in spatii reduse.,Cod de comanda:2.645-210.0",Nou,La comanda,0.0,"220,00"
Karcher - Aspersor oscilant OS 5.320 SV,2.645-135.0,"Aspersor oscilant OS 5.320 SV cu control de acoperire a latimii si protectie impotriva improscarii pentru o aliniere convenabila. Pentru suprafete medii/mari de pana la 320 m2. Control ajustabil al debitului (0-max.).,Cod de comanda:2.645-135.0",Nou,La comanda,0.0,"200,00"
Karcher - Furtun Primo Flex® (1/2'' - 50m),2.645-139.0,"Furtun de gradina de calitate PrimoFlex® (1/2"") 50 m. Rezistent la presiune, impletitura consolidata. Nu este daunator pentru sanatate. Presiune exploziva: 24 bari. Interval de temperatura de la -20 la 65ºC.,Cod de comanda:2.645-139.0",Nou,,231.0,"199,00"
Karcher - Furtun Primo Flex® Premium (1/2'' - 20m),2.645-150.0,"20 m de furtun de gradina de calitate plus PrimoFlex® ce contine fibre DuPontTM Kevlar® (1/2""). Tehnologie dublu-consolidata brevetata. Nu este daunator pentru sanatate. Presiune exploziva: 50 bari. Interval de temperatura de la -20 la 65ºC.,Cod de comanda:2.645-150.0",Nou,,195.0,"192,39"
Karcher - Dus de gradina,2.645-181.0,"Solutia de gradina 2 in 1: Chiar daca este utilizata ca un dus minunat sau ca o teava de pulverizare complet acoperita pentru irigarea eficienta a plantelor, dusul de gradina poate fi montat rapid si ascuns intr-un spatiu mic.,Cod de comanda:2.645-181.0",Nou,La comanda,0.0,"178,00"
Karcher - Set furtun de absorbtie,2.645-241.0,"Setul de furtunuri de picurare gata de conectare (include filtru si piesa finala) este in special recomandat pentru irigarea eficienta a tufisurilor si gardurilor vii, datorita aplicarii uniforme.,Cod de comanda:2.645-241.0",Nou,La comanda,0.0,"170,00"
Karcher - Set de furtunuri 1/2'' - 20m,2.645-115.0,"Set de furtunuri cu furtun standard de 20 m (1/2""), pistol de pulverizare, racord de robinet cu filet 3/4"" cu reducator cu filet 1/2"", racord de furtun universal si racord universal cu Aqua Stop.,Cod de comanda:2.645-115.0",Nou,,170.0,"168,23"
Karcher - Aspersor oscilant OS 5.320 S,2.645-134.0,"Aspersor oscilant OS 5.320 pentru irigarea suprafetelor si gradinilor medii si mari. Control ajustabil al debitului (0-max.). Acoperire maxima: 320 m2,Cod de comanda:2.645-134.0",Nou,La comanda,0.0,"164,00"
Karcher - Set furtunuri in forma de spirala,2.645-178.0,"10 m de furtun in spirala, pistol de pulverizare multifunctional, 1 x racord de furtun cu protectie impotriva incovoierii, 1 x racord de furtun cu protectie impotriva incovoierii si Aqua Stop, adaptor de robinet G4/4, adaptor de robinet de alama pentru instalatii interne, consola de perete.,Cod de comanda:2.645-178.0",Nou,,161.0,"158,92"
Karcher - Furtun de absorbtie,2.645-228.0,"Datorita aplicarii uniforme, furtunul de absorbtie cu lungimea de 25 m este perfect pentru irigarea eficienta a gardurilor vii si a tufisurilor. Furtunul nu contine ftalati si poate fi prelungit pana la 50 m.,Cod de comanda:2.645-228.0",Nou,La comanda,149.0,"150,00"
Karcher - Micro set de irigare,2.645-239.0,"Setul de duze contine coliere variate de pulverizare, etansare si anti-picurare pentru Kärcher Rain System®, prelungind astfel in mod eficient sistemul de irigare.,Cod de comanda:2.645-239.0",Nou,,150.0,"144,04"
Karcher - Set demaror furtun in forma de spirala,2.645-179.0,"10 m de furtun in spirala, pistol de pulverizare multifunctional, 1 x racord de furtun cu protectie impotriva incovoierii, 1 x racord de furtun cu protectie impotriva incovoierii si Aqua Stop, adaptor de robinet G3/4.,Cod de comanda:2.645-179.0",Nou,,150.0,"144,04"
Karcher - Distribuitor cu 3 cuplaje,2.645-200.0,"Distribuitor cu 3 cuplaje pentru 3 racorduri de apa independente, reglabile individual. Ideal pentru conectarea a doua furtunuri la un singur robinet. (racord de robinet G1, piesa de reducere G3/4).,Cod de comanda:2.645-200.0",Nou,,146.0,"144,04"
"Karcher - Set furtunuri 15m, cu suport pentru perete",2.645-114.0,"Furtunurile noastre sunt rezistente. Furtunurile de gradina din linia noastra de irigare se prezinta ca fiind extrem de flexibile, robuste si fara pericol de a se indoi. Avantajele lor: durata lunga de viata si manuire usoara. Seturi de furtunuri atractive completeaza oferta Kärcher in acest segment.,Cod de comanda:2.645-114.0",Nou,,141.0,"137,54"
Karcher - Programator manual pentru irigare WT 2,2.645-209.0,"Distribuitor cu 3 cuplaje, inclusiv ceas de irigare. Irigarea se opreste automat atunci cand timpul selectat s-a scurs (max. 120 minute). Dotat cu racord de robinet G1 si piesa de reducere G3/4.,Cod de comanda:2.645-209.0",Nou,La comanda,195.0,"124,00"
Karcher - Tija de pulverizare Premium,2.645-137.0,"Teava de pulverizare Premium robusta, ergonomica si durabila cu numeroase caracteristici. Pentru irigarea zonelor de dimensiuni mici/medii. Ideal pentru numeroase utilizari - inclusiv pentru cosurile agatate.,Cod de comanda:2.645-137.0",Nou,,0.0,"112,00"
Karcher - Pistol de pulverizat metalic multifunctional Premium,2.645-271.0,Cod de comanda:2.645-271.0,Nou,La comanda,0.0,"110,00"
Karcher - Set pistol de pulverizat multifunctional Plus,2.645-290.0,Cod de comanda:2.645-290.0,Nou,La comanda,0.0,"102,00"
Karcher - Furtun Primo Flex® (1/2'' - 20m),2.645-138.0,"Furtun de gradina de calitate PrimoFlex®, durabil, fara incovoiere, (1/2""), 20 m. Rezistent la presiune, impletitura consolidata. Nu este daunator pentru sanatate. Presiune exploziva: 24 bari. Interval extins de temperatura de operare de la -20 la 65ºC.,Cod de comanda:2.645-138.0",Nou,,99.0,"96,62"
Karcher - Aspersor oscilant OS 3.220,2.645-133.0,"Aspersor oscilant OS 3.220 pentru irigarea suprafetelor si gradinilor medii si mari. Ajustare infinita a acoperirii. Sistem deosebit de durabil. Acoperire maxima: 220 m2,Cod de comanda:2.645-133.0",Nou,La comanda,0.0,"95,00"
Karcher - Set de racord pentru furtun,2.645-240.0,"Setul de racordare contine piese diverse in T, I si finale, care extind Kärcher Rain System® si ofera oportunitati de racordare pentru furtunurile Kärcher Rain System®. ,Cod de comanda:2.645-240.0",Nou,La comanda,0.0,"92,00"
Karcher - Pistol de pulverizat multifunctional Plus,2.645-269.0,Cod de comanda:2.645-269.0,Nou,,0.0,"90,00"
Karcher - Pistol de pulverizat metalic Premium,2.645-270.0,Cod de comanda:2.645-270.0,Nou,La comanda,0.0,"90,00"
Karcher - Tija de pulverizare Plus,2.645-158.0,"Lance de pulverizare robusta, ergonomica si durabila cu numeroase caracteristici de inalta calitate. Cu cap flexibil de pulverizare (180º) si 6 modele de pulverizare. Pentru irigarea zonelor de dimensiuni mici/medii. Pentru toate aplicatiile de irigare a gradinilor, de la irigarea straturilor de flori sau legume pana la cea a ghivecelor agatate.,cod comanda: 2.645-158.0",Nou,La comanda,0.0,"89,00"
Karcher - Aspersor pulsatoriu cu rotatie completa PS 300,2.645-023.0,"Pentru suprafete mari si gradini. Unghi de stropire reglabil, fara trepte, de la 30° la 360° si de sus in jos. Varf ascutit robust pentru sol denivelat sau dur. Sistem clic potrivit tuturor marcilor!,Cod de comanda:2.645-023.0",Nou,,0.0,"80,00"
Karcher - Furtun de absorbtie,2.645-229.0,"Furtunul de absorbtie cu lungimea de 10 m este perfect pentru irigarea eficienta a gardurilor vii si a tufisurilor datorita unei aplicari uniforme. Furtunul nu contine ftalati si poate fi prelungit pana la 50 m.,Cod de comanda:2.645-229.0",Nou,La comanda,0.0,"78,00"
"Karcher - Lance pentru udat, 6 pozitii",2.645-157.0,"Lance de pulverizare robusta, ergonomica si durabila cu numeroase caracteristici de inalta calitate. Pentru irigarea zonelor mici/medii. Ideala pentru numeroase rezervoare de irigare. Cu 6 moduri de pulverizare.,cod comanda: 2.645-157.0",Nou,La comanda,0.0,"70,00"
Karcher - Furtun Kärcher Rain System®,2.645-227.0,"Furtunul Kärcher Rain System® alimenteaza Kärcher Rain System® cu apa. Diferite componente ajustabile de aplicare pot fi fixate direct pe furtun.,Cod de comanda:2.645-227.0",Nou,La comanda,0.0,"69,00"
Karcher - Set pistol de pulverizat,2.645-289.0,Cod de comanda:2.645-289.0,Nou,,72.0,"66,00"
Karcher - SACI FILTRANTI DIN FLEECE PENTRU WD3,2.863-314.0,Set de saci din material textil pentru aspiratoarele umed udcate din categoria WD3 .Contine 4 bucati / set ,Nou,in stoc ,77.0,"65,00"
Karcher - Aspersor circular RS 120/2,2.645-020.0,"Aspersor circular cu 2 brate. Pentru suprafete medii si gradini. Unghi de stropire reglabil. Sistem clic potrivit tuturor marcilor!,Cod de comanda:2.645-020.0",Nou,,0.0,"63,00"
Karcher - Pistol de pulverizat Plus,2.645-268.0,Cod de comanda:2.645-268.0,Nou,,0.0,"63,00"
Karcher - Placa cu senzor de inlocuire,2.645-242.0,"Senzor de înlocuire tampoane pentru eco SensoTimer ST6! ogic și eco ST6 Duo! Ecogic, pentru a menține funcționarea optimă a sistemului, în orice moment. Tampoanele de senzori trebuie schimbate o dată pe an.,cod comanda: 2.645-242.0",Nou,La comanda,0.0,"56,18"
Karcher - Set de racordare,2.645-122.0,"Set de racord: racord de furtun cu filet 3/4"" cu reducator de filet 1/2"", doua racorduri universale de furtunuri si 1,5 m de furtun Primo Flex® ce contine fibre DuPontTM Kevlar® (5/8""). Pentru conectarea caruciorului de furtun si a tamburului la robinet.,Cod de comanda:2.645-122.0",Nou,,59.0,"55,71"
Karcher - Suport furtun Plus,2.645-161.0,"Carlig Plus robust pentru furtunuri, pentru montarea usoara pe perete. Depozitare practica si compacta a furtunului. Cu cutie de depozitare pentru duze, pistoale de pulverizare, piese de prindere si manusi de gradinarit. Ideal pentru toate furtunurile obisnuite. Cod de comanda:2.645-161.0",Nou,La comanda,0.0,"53,00"
Karcher - Pistol de pulverizat multifunctional plus,2.645-266.0,Cod de comanda:2.645-266.0,Nou,La comanda,0.0,"53,00"
Karcher - Spuma activa auto concentrata LIGHT Grass 5Kg,Grass Light 5kg,"Active Foam Light este o spuma activa auto usor concentrata, alcalina destinata spalarii, fara contact, a autovehiculelor. indeparteaza cu usurinta praful, murdaria, uleiul, urme de insecte. Se spala cu usurinta, si nu deterioreaza aliajele de metale neferoase. Ideal pentru spalarea autovehiculelor in timpul verii. Contine aditivi anti-coroziune.",Nou,In stoc ,0.0,"52,00"
Karcher - Conector universal Aqua Stop On-Off,2.645-198.0,"Supapa de control ce se plaseaza intre furtun si aspersor. Pentru controlul continuu al debitului de apa variabil de la 0 la max. Include un cuplaj dublu pentru conectarea a doua furtunuri.,Cod de comanda:2.645-198.0",Nou,,50.0,"48,26"
Karcher - Micro-duza pentru pulverizare,2.645-236.0,"Colierele de pulverizare cu indicator integrat pot fi fixate oriunde pe furtunul Kärcher Rain System®. Micro-pulverizatorul ajustabil poate fi reglat conform cerintelor.,Cod de comanda:2.645-236.0",Nou,La comanda,0.0,"48,00"
Karcher - Reducator de presiune si filtru de particule,2.645-226.0,"Reducatorul de presiune cu filtru reduce presiunea de intrare de la max. 12 bari la o presiune optima de 4 bari pentru Kärcher Rain System®. Filtrul protejeaza Kärcher Rain System® de particulele de murdarie.,Cod de comanda:2.645-226.0",Nou,La comanda,0.0,"48,00"
Karcher - Aspersor multifunctional cu 6 pozitii MS 100,2.645-026.0,"Aspersor selector multifunctional MS 100 pentru irigarea zonelor si gradinilor mici, 6 modele de pulverizare pentru irigare versatila. Acoperire maxima: 78 m2,Cod de comanda:2.645-026.0",Nou,,0.0,"48,00"
Karcher - Element de stropit din alama,2.645-054.0,"Element de stropit semiprofesional din alama. Maner confortabil din cauciuc pentru manuire usoara. Jet reglabil de la presiune puternica la presiune slaba. Sistem clic robust din alama potrivit tuturor marcilor!,Cod de comanda:2.645-054.0",Nou,,48.0,"45,48"
Karcher - Reparator furtunuri din alama,2.645-103.0,"Calitate care face fata oricarei presiuni Noua linie de alama de la Kärcher este destinata utilizarii semiprofesionale in gradina Dvs. Prelucrarea valoroasa si materialul robust garanteaza o durata de viata extrem de lunga chiar si in cazul utilizarii continue.,Cod de comanda:2.645-103.0",Nou,,49.0,"45,48"
Karcher - Cuplu pentru furtun din alama 3/4' cu Aquastop,2.645-018.0,"Cuplu din alama pentru furtun de inalta calitate. Inel din cauciuc confortabil pentru manuire usoara si o fixare mai buna. Decuplare sigura fara scurgeri datorita sistemului Aquastop. Potrivit pentru furtunurile de 3/4"". Sistem clic robust din alama potrivit tuturor marcilor!,Cod de comanda:2.645-018.0",Nou,,49.0,"45,48"
Karcher - Pistol de pulverizat,2.645-265.0,Cod de comanda:2.645-265.0,Nou,La comanda,0.0,"45,00"
Karcher - Cuplu pentru furtun din alama 1/2' si 5/8' cu Aquastop,2.645-017.0,"Cuplu din alama pentru furtun de inalta calitate. Inel din cauciuc confortabil pentru manuire usoara si o fixare mai buna. Decuplare sigura fara scurgeri datorita sistemului Aquastop. Potrivit pentru furtunurile de 1/2"" si 5/8"". Sistem clic robust din alama potrivit tuturor marcilor!,Cod de comanda:2.645-017.0",Nou,,44.0,"40,81"
Karcher - Cuplu pentru furtun din alama 3/4',2.645-016.0,"Cuplu din alama pentru furtun de inalta calitate. Inel din cauciuc confortabil pentru manuire usoara si o fixare mai buna. Potrivit pentru furtunurile de 3/4"". Sistem clic robust din alama potrivit tuturor marcilor!,Cod de comanda:2.645-016.0",Nou,,44.0,"40,81"
Karcher - Reparator furtunuri din alama,2.645-102.0,"Calitate care face fata oricarei presiuni. Noua linie de alama de la Kärcher este destinata utilizarii semiprofesionale in gradina Dvs. Prelucrarea valoroasa si materialul robust garanteaza o durata de viata extrem de lunga chiar si in cazul utilizarii continue.,Cod de comanda:2.645-102.0",Nou,,40.0,"38,03"
Karcher - PISTOL CU REGLAJ PENTRU STROPIT,2.645-267.0,Cod de comanda:2.645-267.0,Nou,La comanda,0.0,"37,00"
Karcher - Racord T cu ajustarea debitului de apa,2.645-231.0,"Piesa in T cu posibilitate de reglare conecteaza 3 furtunuri Kärcher Rain System® si furtunuri de absorbtie. Teul lateral este reglabil si este perfect pentru racordarea furtunului de absorbtie.,Cod de comanda:2.645-231.0",Nou,La comanda,0.0,"36,00"
Karcher - Consola de perete,2.645-182.0,"Consola practica de perete pentru depozitarea curata si in siguranta a tevilor de pulverizare, precum si utilizarea ca dus de gradina. Cod de comanda:2.645-182.0",Nou,La comanda,0.0,"35,00"
Karcher - Conector Universal Premium cu Aqua Stop,2.645-196.0,"Cuplaj de furtun universal Premium realizat din metal. Dotat cu Aqua Stop si cu o clema de furtun robusta, realizata din cleme cu caneluri din plastic moale si din aluminiu fara coroziune. Compatibil cu toate sistemele de prindere cu clic.,Cod de comanda:2.645-196.0",Nou,,35.0,"33,37"
Karcher - Conector universal Premium,2.645-195.0,"Cuplaj de furtun universal Premium realizat din metal. Dotat cu o clema de furtun robusta, realizata din cleme cu caneluri din plastic moale si din aluminiu fara coroziune. Compatibil cu toate sistemele de prindere cu clic.,Cod de comanda:2.645-195.0",Nou,,35.0,"33,37"
Karcher - Filtru de particule,2.645-225.0,"Filtrul de particule protejeaza in mod fiabil Kärcher Rain System® de particulele de murdarie. Filtrul inserat poate fi demontat si curatat usor si practic.,Cod de comanda:2.645-225.0",Nou,La comanda,0.0,"31,00"
Karcher - Set duze,2.645-288.0,Cod de comanda:2.645-288.0,Nou,La comanda,0.0,"31,00"
Karcher - Cuplu pentru furtun din alama 1/2' si 5/8',2.645-015.0,"Cuplu din alama pentru furtun de inalta calitate. Inel din cauciuc confortabil pentru manuire usoara si o fixare mai buna. Potrivit pentru furtunurile de 1/2"" si 5/8"". Sistem clic robust din alama potrivit tuturor marcilor!,Cod de comanda:2.645-015.0",Nou,,35.0,"30,40"
Karcher - UNI30-Set de saci,UNI30,"Set de 3 saci* Capacitate 30 l* Filtru universal: 59-70mm* Compatibil cu modelele: Karcher (WD4-WD5-WD6, NT 27/1 ,NT 360ECO)",Nou,In stoc ,0.0,"30,00"
Karcher - Duza pentru picurare,2.645-234.0,"Colierele cu picurare cu indicator integrat pot fi fixate in orice punct al furtunului Kärcher Rain System®. Driperul ajustabil determina irigarea directa a plantelor.,Cod de comanda:2.645-234.0",Nou,La comanda,0.0,"29,71"
Karcher - UNI20-Set de saci,UNI20,Set de 3 saci* Capacitate 20 l* Filtru universal: 59-70mm* Compatibil cu modelele: Karcher (WD3)/Siemens//Einhell/Thomas,Nou,In stoc ,0.0,"29,00"
Karcher - Aspersor pulverizare CS 90 Spike,2.645-024.0,"Pentru suprafete mici si gradini. Varf ascutit robust pentru sol denivelat sau dur. Sistem clic potrivit tuturor marcilor!,Cod de comanda:2.645-024.0",Nou,,0.0,"29,00"
Karcher - Conector Universal Plus Aqua Stop,2.645-194.0,"Cuplaj de furtun universal plus cu Aqua Stop si cleme cu caneluri din plastic moale pentru manevrare confortabila. Compatibil cu toate sistemele de prindere cu clic.,Cod de comanda:2.645-194.0",Nou,,28.0,"26,88"
